rainfall,humidity,wind_speed,elevation,drainage_capacity,temperature,flood_risk
56.18101782710438,57.55448641942095,14.945632738667939,49.96702437290534,0.7569984798909734,17.309270981897416,0
142.60714596148742,63.1404961562515,13.31648384925613,74.67467725125942,0.2660607960388404,16.5188432397005,1
109.79909127171076,89.81831752415262,7.046156500114402,56.266678065633315,0.4119757249328976,30.1047987685916,1
89.79877262955549,53.80030702419245,24.29066680405952,8.330258311179639,0.6969525731720364,39.15290806231887,0
23.40279606636548,90.875477936852,19.064966420345154,18.55802367835554,0.5338804100720319,27.5680327238681,0
23.399178050430397,36.1694101683684,34.628039692960144,21.932818403091915,0.7647139347714045,16.287880648482627,0
8.71254182522992,84.37589060460415,1.2843832192823301,25.78642536448449,0.9650871111005738,20.530466401936405,0
129.92642186624028,89.32833431383155,25.754717102205053,56.54033919505043,0.20489201894367776,21.119822660394266,1
90.16725176148132,42.72723569861371,30.517955140462444,50.39657798253935,0.7386109447582548,23.44642822842375,0
106.21088666940682,60.12425726605403,30.37946276753228,20.316003836420894,0.3073097400689031,16.090084589655316,1
3.087674144370367,41.584984226455894,35.442958683821004,6.755484345568707,0.47302905466681233,37.62231751244791,0
145.48647782429916,79.46228902959524,29.161349713179764,17.14322044747181,0.12957645321562586,27.88909861803738,1
124.86639612006326,67.47434376431598,37.11240246590785,98.43813126186033,0.22231664406342905,31.773269823852726,0
31.850866601741423,74.47263426958247,13.306263992835659,46.854694979147226,0.38779956014400974,16.679320922375226,0
27.273745081065094,43.75408768693478,20.128376670061723,86.73455047021125,0.4077872247591865,16.352886695091236,0
27.51067647801507,44.82221034366937,0.563186531315627,84.87524666688432,0.9096266948158862,29.661694301013682,0
45.63633644393066,32.904812785693444,0.2783034921316485,51.15195574628737,0.7676316183398636,37.1824002626052,0
78.71346474483568,52.54472746370108,9.605064818060796,70.66877084605436,0.974964671368337,28.212050023988674,0
64.79175279631737,69.18212629335724,4.03228788556341,19.275201041271227,0.6391643593017164,36.945479314251784,0
43.684371029706284,90.05544397981302,10.408454717430144,68.83967049269083,0.3175423588821862,35.27478182638099,0
91.77793420835692,76.68492132210764,7.081731781135896,27.23845792632895,0.39488952692947854,16.896344644873018,1
20.924079097806274,60.4777426379826,1.1408009935459296,83.20620967541508,0.3878523309627704,20.048936859642247,0
43.82169728028272,96.71840800758964,36.37216585624198,8.372413310890991,0.3938448948969264,31.442766728883562,0
54.95427649405376,80.34716404030823,0.328925255555661,77.31386728852775,0.7056677558006341,26.08753456375104,0
68.41049763255539,95.1115642003785,29.443285773483417,9.993690656861954,0.5777271352813746,22.267495341173014,0
117.77639420895204,66.9311581290516,6.085915476780661,88.1189236894309,0.4468817602779799,25.465846401199478,0
29.95106732375396,48.123299235519774,36.489184879984,30.42045181350037,0.23418079185584495,26.12999115676586,0
77.13516576204174,33.69786804553054,35.71183758359543,65.43933648305747,0.11992524664793132,37.76380627053992,0
88.86218532930637,80.82593960386953,26.156045854770294,48.750227862027984,0.2969512098289233,17.586457092623824,0
6.9675619079996585,38.491209860387386,26.889365992024207,36.630314526233896,0.19672426357181316,21.993268670190375,0
